5	1	69
5	2	59
6	41	47
5	3	49
5	4	39
5	5	29
5	6	19
6	41	48
6	43	28
6	41	49
6	43	29
5	4	50
5	2	70
5	3	60
4	32	10
5	5	40
5	6	30
5	7	20
5	1	80
5	2	71
5	3	61
5	4	51
5	5	41
5	6	31
5	7	21
5	1	81
4	32	12
4	32	11
4	32	14
4	32	13
4	32	15
5	3	68
5	4	58
5	5	48
5	6	38
5	7	28
5	8	18
5	2	78
5	3	69
5	4	59
5	5	49
5	6	39
5	7	29
5	8	19
5	2	79
5	4	56
5	3	66
5	5	46
5	6	36
5	7	26
5	8	16
5	1	86
5	2	76
5	4	57
5	3	67
5	5	47
5	6	37
5	7	27
5	8	17
5	1	87
5	2	77
5	3	64
5	8	14
5	4	54
5	5	44
5	6	34
5	7	24
5	1	84
5	2	74
5	5	45
5	3	65
5	4	55
5	6	35
5	7	25
5	8	15
5	1	85
5	2	75
5	8	12
5	3	62
5	4	52
5	5	42
5	6	32
5	7	22
5	1	82
5	2	72
5	1	83
5	4	53
6	41	50
5	5	43
5	3	63
6	43	30
5	6	33
5	7	23
5	2	73
5	8	13
6	41	51
6	42	41
6	43	31
6	41	52
6	42	42
6	43	32
6	41	53
6	42	43
6	43	33
6	42	44
6	43	34
6	42	45
6	43	35
6	42	46
6	43	36
5	4	49
5	3	59
6	42	47
6	43	37
5	5	39
5	6	29
5	7	19
5	1	79
5	2	69
6	42	48
6	43	38
6	42	49
6	43	39
5	1	55
5	2	45
5	3	35
5	4	25
5	5	15
5	1	56
5	2	46
5	3	36
5	4	26
5	5	16
5	5	13
5	1	53
5	2	43
5	3	33
5	4	23
5	5	14
5	1	54
4	5	10
5	2	44
5	3	34
5	4	24
5	1	51
4	5	11
5	2	41
5	3	31
5	4	21
5	5	12
5	1	52
4	5	12
5	2	42
5	3	32
5	4	22
4	5	13
5	1	50
5	2	40
5	3	30
5	4	20
5	1	48
5	2	38
5	3	28
5	4	18
5	1	49
5	2	39
5	3	29
5	4	19
5	1	46
5	2	36
5	3	26
5	4	16
5	1	47
5	2	37
5	3	27
5	4	17
4	39	11
4	39	10
4	39	12
5	1	66
5	2	56
5	3	46
5	4	36
5	5	26
5	6	16
5	1	67
5	2	57
5	3	47
5	4	37
5	5	27
5	6	17
5	6	14
5	1	64
5	2	54
5	3	44
5	4	34
5	5	24
5	1	65
5	2	55
5	3	45
5	4	35
5	5	25
5	6	15
5	6	12
5	1	62
5	2	52
4	4	10
5	3	42
5	4	32
5	5	22
5	6	13
5	1	63
5	2	53
4	4	11
5	3	43
5	4	33
5	5	23
5	1	60
5	2	50
4	4	12
5	3	40
5	4	30
5	5	20
5	1	61
4	4	13
5	2	51
5	3	41
5	4	31
5	5	21
4	3	13
5	1	59
5	2	49
5	3	39
5	4	29
5	5	19
5	1	57
5	2	47
5	3	37
5	4	27
5	5	17
5	1	58
5	2	48
5	3	38
5	4	28
5	5	18
4	38	10
4	38	12
4	38	11
7	44	73
7	44	72
7	44	71
7	44	70
7	44	77
7	44	76
7	44	75
7	44	74
5	3	13
5	1	33
5	2	23
5	3	14
5	1	34
5	2	24
5	1	31
5	2	21
5	1	32
5	2	22
4	3	10
5	1	30
5	2	20
4	3	11
4	3	12
4	2	12
4	2	13
5	1	28
5	2	18
5	1	29
5	2	19
6	40	10
5	1	26
5	2	16
6	40	11
5	1	27
5	2	17
5	2	14
6	40	12
5	1	24
5	2	15
6	40	13
5	1	25
6	40	14
6	40	15
7	44	69
6	40	16
7	44	68
6	40	17
7	44	67
4	37	11
6	40	18
4	37	10
6	40	19
4	37	13
4	37	12
7	44	84
4	36	13
7	44	83
7	44	82
7	44	81
7	44	86
7	44	85
5	4	14
5	1	44
5	2	34
5	3	24
5	1	45
5	2	35
5	3	25
5	4	15
5	1	42
5	2	32
5	3	22
5	4	13
5	1	43
5	2	33
5	3	23
5	1	40
5	2	30
7	44	80
5	3	20
5	1	41
5	2	31
5	3	21
4	2	10
4	2	11
4	1	11
4	1	12
5	1	39
5	2	29
5	3	19
6	41	10
6	40	20
6	41	11
5	1	37
6	40	21
5	2	27
5	3	17
6	41	12
5	1	38
6	40	22
5	2	28
5	3	18
5	3	15
6	41	13
6	40	23
5	1	35
5	2	25
6	41	14
5	1	36
6	40	24
5	2	26
5	3	16
6	41	15
6	40	25
6	41	16
6	40	26
6	41	17
6	40	27
7	44	79
6	40	28
6	41	18
7	44	78
4	36	10
6	40	29
6	41	19
4	36	12
4	36	11
5	8	80
5	8	65
5	9	55
5	7	75
5	8	66
5	7	76
5	8	63
5	9	53
4	31	11
5	7	73
5	8	64
5	9	54
4	31	10
5	7	74
5	7	71
5	8	61
5	9	51
4	31	13
5	8	62
5	9	52
4	31	12
5	7	72
4	31	15
5	7	70
5	8	60
5	9	50
4	31	14
5	6	80
5	8	69
5	7	79
5	8	67
6	42	50
6	43	40
5	7	77
5	8	68
6	42	51
6	43	41
5	7	78
6	42	52
6	43	42
6	42	53
6	43	43
6	42	54
6	42	55
6	42	56
5	8	76
5	8	77
4	30	10
5	8	74
5	8	75
4	30	12
5	8	72
4	30	11
5	8	73
5	8	70
4	30	14
5	7	80
4	30	13
5	8	71
4	30	15
5	8	78
5	8	79
5	6	63
5	7	53
5	8	43
5	9	33
5	4	83
5	5	73
5	6	64
5	7	54
5	8	44
5	9	34
5	4	84
5	5	74
5	5	71
5	6	61
5	7	51
5	8	41
5	9	31
5	4	81
5	6	62
5	7	52
5	8	42
5	9	32
5	4	82
5	5	72
5	5	70
5	6	60
5	7	50
5	8	40
5	9	30
5	4	80
5	6	69
5	7	59
5	8	49
5	9	39
5	5	79
5	6	67
5	7	57
5	4	87
5	8	47
5	9	37
5	5	77
5	6	68
5	7	58
5	8	48
5	9	38
5	5	78
5	6	65
5	7	55
5	8	45
5	9	35
5	4	85
5	5	75
5	6	66
5	7	56
5	8	46
5	9	36
5	4	86
5	5	76
5	7	64
5	8	54
5	9	44
5	6	74
5	7	65
5	8	55
5	9	45
5	6	75
5	7	62
5	8	52
5	9	42
5	6	72
5	7	63
5	8	53
5	9	43
5	6	73
5	6	70
5	7	60
5	8	50
5	9	40
5	5	80
5	6	71
5	7	61
5	8	51
5	9	41
5	7	68
5	8	58
5	9	48
5	6	78
5	7	69
5	8	59
5	9	49
5	6	79
5	7	66
5	8	56
5	9	46
5	6	76
5	7	67
5	8	57
5	9	47
5	6	77
8	13	0
8	12	0
8	11	0
8	10	0
3	21	14
3	20	24
3	20	23
3	21	16
3	20	26
3	21	15
3	20	25
3	20	20
3	20	22
3	20	21
3	21	18
3	20	28
3	21	17
3	20	27
3	21	19
3	20	29
9	3	32
9	3	30
9	3	31
3	20	19
3	20	18
3	23	21
3	22	31
3	21	41
3	22	30
3	23	20
3	21	40
10	9	0
3	23	16
9	3	21
3	20	46
3	22	26
3	21	36
9	3	22
3	20	45
3	21	35
3	22	25
3	23	18
3	20	48
3	22	28
3	21	38
3	23	17
9	3	20
3	20	47
3	21	37
3	22	27
3	22	22
3	21	32
9	3	25
3	20	42
3	22	21
3	21	31
9	3	26
3	20	41
9	3	23
3	20	44
3	22	24
3	21	34
9	3	24
3	20	43
3	22	23
3	21	33
9	3	29
9	3	27
9	3	28
3	23	19
3	20	49
3	22	29
3	21	39
3	21	30
3	22	20
3	20	40
10	8	0
3	22	15
9	2	20
9	3	10
3	20	35
3	21	25
9	2	21
9	3	11
3	21	24
3	20	34
3	22	17
3	20	37
3	21	27
3	22	16
3	21	26
3	20	36
3	21	21
3	20	31
9	3	14
3	20	30
3	21	20
9	3	15
9	3	12
3	21	23
3	20	33
3	21	22
3	20	32
9	3	13
9	3	18
9	3	19
9	3	16
9	3	17
3	22	19
3	21	29
3	20	39
3	22	18
3	21	28
3	20	38
10	7	0
9	2	10
9	2	13
9	2	14
9	2	11
9	2	12
9	2	17
9	2	18
9	2	15
9	2	16
9	2	19
10	6	0
9	1	12
9	1	13
9	1	10
9	1	11
9	1	16
9	1	17
9	1	14
9	1	15
10	5	0
10	4	0
10	3	0
10	2	0
10	1	0
8	15	0
8	14	0
3	19	40
3	19	42
3	19	41
3	19	48
3	19	47
3	19	49
3	19	44
3	19	43
3	19	46
3	19	45
3	19	31
3	18	41
3	19	30
3	18	40
3	18	47
3	19	37
3	18	46
3	19	36
3	18	49
3	19	39
3	18	48
3	19	38
3	18	43
3	19	33
3	19	32
3	18	42
3	18	45
3	19	35
3	18	44
3	19	34
3	17	49
3	19	29
3	18	39
1	17	22
1	17	21
1	17	20
1	17	19
1	17	18
1	17	17
1	17	16
1	17	15
1	17	14
1	17	13
1	17	12
1	16	21
1	17	11
1	16	20
1	17	10
1	16	19
1	16	18
1	16	17
1	16	16
1	16	15
1	15	24
1	16	14
11	1	10
1	15	23
1	16	13
1	15	22
1	16	12
1	15	21
1	16	11
1	15	20
1	16	10
1	15	19
1	15	18
1	15	17
1	15	16
1	15	15
1	14	24
1	15	14
1	14	23
1	15	13
1	14	22
1	15	12
1	14	21
1	15	11
1	14	20
1	15	10
1	14	19
1	14	18
12	1	99
12	2	89
1	14	17
1	14	16
1	13	25
1	14	15
1	13	24
1	14	14
1	13	23
1	14	13
1	13	22
1	14	12
12	1	90
1	13	21
1	14	11
12	1	92
1	13	20
1	14	10
12	1	91
12	1	94
12	1	93
12	1	96
12	1	95
12	1	98
12	2	88
12	1	97
1	13	18
12	1	89
1	13	17
12	1	88
1	13	16
1	13	15
1	13	14
1	13	13
1	13	12
1	13	11
1	13	19
1	13	10
1	12	17
1	12	16
1	12	15
1	12	14
1	12	13
1	12	12
1	12	11
1	12	10
11	3	29
3	13	20
3	11	40
3	12	30
11	3	28
3	13	22
3	12	32
3	11	42
3	13	21
3	12	31
3	11	41
11	3	25
11	3	24
1	12	19
11	3	27
1	12	18
11	3	26
11	3	32
3	13	17
3	12	27
3	11	37
11	3	31
3	13	16
3	12	26
3	11	36
3	13	19
3	12	29
3	11	39
3	13	18
3	12	28
3	11	38
12	3	90
3	11	33
3	12	23
3	10	43
3	12	22
3	11	32
3	10	42
11	3	30
12	3	92
3	11	35
3	12	25
12	3	91
3	12	24
3	11	34
12	3	94
12	3	93
12	3	96
12	3	95
12	3	98
12	4	88
12	3	97
12	3	99
12	4	89
1	11	16
1	11	15
1	11	14
1	11	13
1	11	12
1	11	11
1	11	10
11	3	18
11	3	17
3	12	21
3	11	31
3	10	41
11	3	19
3	12	20
3	10	40
3	11	30
11	3	14
1	11	19
11	3	13
1	11	18
11	3	16
1	11	17
11	3	15
11	3	21
3	12	16
3	11	26
3	10	36
11	3	20
3	10	35
3	11	25
11	3	23
3	12	18
3	11	28
3	10	38
11	3	22
3	12	17
3	11	27
3	10	37
3	11	22
3	10	32
3	11	21
3	10	31
12	2	91
3	11	24
3	10	34
12	2	90
3	10	33
3	11	23
12	2	93
12	2	92
12	2	95
12	2	94
12	2	97
12	2	96
3	12	19
3	11	29
3	10	39
12	2	99
12	3	89
12	2	98
12	3	88
1	10	15
1	10	14
1	10	13
1	10	12
1	10	11
1	10	10
11	2	17
3	15	22
3	14	32
3	13	42
11	2	16
3	15	21
3	14	31
3	13	41
11	2	19
3	15	24
3	14	34
11	2	18
3	14	33
3	15	23
3	13	43
1	10	19
11	2	13
1	10	18
11	2	12
1	10	17
11	2	15
3	15	20
3	13	40
3	14	30
11	2	14
1	10	16
11	2	20
11	3	10
3	15	19
3	14	29
3	13	39
3	15	18
3	14	28
3	13	38
11	3	12
12	5	90
11	2	21
11	3	11
12	6	82
3	13	35
3	14	25
12	5	91
12	6	81
3	14	24
3	13	34
12	6	84
3	14	27
3	13	37
12	6	83
3	14	26
3	13	36
12	9	56
12	6	86
12	6	85
12	9	58
12	6	88
12	9	57
12	6	87
12	9	59
12	6	89
11	1	16
3	14	21
3	13	31
3	12	41
11	1	15
3	14	20
3	12	40
3	13	30
3	13	33
3	14	23
3	12	43
11	1	17
3	14	22
3	13	32
3	12	42
11	1	12
11	1	11
11	1	14
11	1	13
3	14	18
3	13	28
3	12	38
3	13	27
3	12	37
11	2	11
11	2	10
3	14	19
3	13	29
3	12	39
12	4	91
12	5	81
3	13	24
3	12	34
12	4	90
3	12	33
3	13	23
3	11	43
12	4	93
12	5	83
3	13	26
3	12	36
12	4	92
12	5	82
3	12	35
3	13	25
12	4	95
12	5	85
12	4	94
12	5	84
12	4	97
12	5	87
12	4	96
12	5	86
12	4	99
12	5	89
12	4	98
12	5	88
3	15	44
3	17	24
3	16	34
3	16	33
3	15	43
3	17	23
3	15	46
3	17	26
3	16	36
3	15	45
3	16	35
3	17	25
3	17	20
3	15	40
3	16	30
3	17	22
3	16	32
3	15	42
3	17	21
3	16	31
3	15	41
12	9	70
12	7	90
12	9	72
12	8	82
12	9	71
12	7	91
12	8	81
12	9	74
12	8	84
3	14	47
3	16	27
3	15	37
12	9	73
12	8	83
3	14	46
3	16	26
3	15	36
12	8	86
3	17	19
3	14	49
3	16	29
3	15	39
12	8	85
3	17	18
3	14	48
3	16	28
3	15	38
12	8	88
12	8	87
12	8	89
3	15	33
3	16	23
3	14	43
3	16	22
3	15	32
3	14	42
3	14	45
3	15	35
3	16	25
3	14	44
3	16	24
3	15	34
3	16	21
3	15	31
3	14	41
3	16	20
3	14	40
3	15	30
3	16	19
3	15	29
3	14	39
12	9	61
12	6	91
12	7	81
12	9	60
12	6	90
12	9	63
12	7	83
3	15	26
3	14	36
12	9	62
12	7	82
3	14	35
3	15	25
12	9	65
12	7	85
3	16	18
3	15	28
3	14	38
12	9	64
12	7	84
3	15	27
3	14	37
12	9	67
12	7	87
12	9	66
12	7	86
12	9	69
12	7	89
12	9	68
12	7	88
3	18	30
3	19	20
3	17	40
3	17	46
3	19	26
3	18	36
3	17	45
3	18	35
3	19	25
3	17	48
3	19	28
3	18	38
3	17	47
3	19	27
3	18	37
3	19	22
3	18	32
3	17	42
3	19	21
3	18	31
3	17	41
3	17	44
3	19	24
3	18	34
3	18	33
3	17	43
3	19	23
3	19	19
3	16	49
3	18	29
3	17	39
3	19	18
3	16	48
3	18	28
3	17	38
4	40	11
4	40	10
3	16	45
3	17	35
3	18	25
3	16	44
3	18	24
3	17	34
3	16	47
3	18	27
3	17	37
3	16	46
3	18	26
3	17	36
3	18	21
3	17	31
3	16	41
3	18	20
3	16	40
3	17	30
3	17	33
3	16	43
3	18	23
3	18	22
3	17	32
3	16	42
12	8	91
12	8	90
3	18	18
3	15	48
3	17	28
3	16	38
3	15	47
3	17	27
3	16	37
3	18	19
3	15	49
3	17	29
3	16	39
5	10	29
5	10	28
5	10	27
5	10	26
5	10	25
5	10	24
5	10	23
5	10	22
5	10	21
5	10	20
5	10	39
5	11	29
11	3	1
5	10	38
5	11	28
5	10	37
5	11	27
5	10	36
5	11	26
5	10	35
5	11	25
5	10	34
5	11	24
5	10	33
5	11	23
11	3	7
5	10	32
5	11	22
11	3	6
5	10	31
5	11	21
11	3	9
5	10	30
5	11	20
11	3	8
11	3	3
11	3	2
11	3	5
11	3	4
11	2	9
11	2	6
11	2	5
11	2	8
11	2	7
11	2	2
11	2	1
11	2	4
11	2	3
11	1	9
11	1	8
11	1	5
11	1	4
11	1	7
11	1	6
11	1	1
11	1	3
11	1	2
5	13	71
5	14	61
5	17	31
5	13	70
5	14	60
5	17	30
5	14	69
5	15	59
5	16	49
5	17	39
5	14	68
5	15	58
5	16	48
5	17	38
5	14	67
5	15	57
5	16	47
5	17	37
5	14	66
5	15	56
5	16	46
5	17	36
5	14	65
5	15	55
5	17	35
5	14	64
5	15	54
5	17	34
5	14	63
5	15	53
5	17	33
5	13	73
5	14	62
5	15	52
5	17	32
5	13	72
5	15	62
5	16	52
5	15	61
5	16	51
5	17	41
5	14	70
5	15	60
5	16	50
5	17	40
5	15	69
5	16	59
5	17	49
5	15	68
5	16	58
5	17	48
5	15	67
5	16	57
5	15	66
5	16	56
5	15	65
5	16	55
5	15	64
5	16	54
5	15	63
5	16	53
5	13	59
5	14	49
5	15	39
5	16	29
5	13	58
5	14	48
5	15	38
5	16	28
5	13	57
5	14	47
5	15	37
5	16	27
5	13	56
5	14	46
5	15	36
5	16	26
5	13	55
5	14	45
5	15	35
5	16	25
5	13	54
5	14	44
5	15	34
5	16	24
5	13	53
5	14	43
5	15	33
5	16	23
5	13	52
5	14	42
5	15	32
5	16	22
5	13	51
5	14	41
5	15	31
5	13	50
5	14	40
5	15	30
5	13	69
5	14	59
5	16	39
5	17	29
5	13	60
5	14	50
5	15	40
5	16	30
5	13	68
5	14	58
5	16	38
5	17	28
5	13	67
5	14	57
5	16	37
5	17	27
5	13	66
5	14	56
5	16	36
5	17	26
5	13	65
5	14	55
5	16	35
5	17	25
5	13	64
5	14	54
5	16	34
5	17	24
5	13	63
5	14	53
5	15	43
5	16	33
5	17	23
5	13	62
5	14	52
5	15	42
5	16	32
5	13	61
5	14	51
5	15	41
5	16	31
13	12	5
13	12	6
13	12	7
13	12	8
13	12	9
5	12	49
5	13	39
5	14	29
5	12	48
5	13	38
5	14	28
5	12	47
5	13	37
5	14	27
5	12	46
5	13	36
5	14	26
13	12	1
13	12	2
13	12	3
13	12	4
5	11	55
5	12	45
5	13	35
5	14	25
5	11	54
5	12	44
5	13	34
5	11	53
5	12	43
5	13	33
5	11	52
5	12	42
5	13	32
5	11	51
5	12	41
5	13	31
5	11	50
5	12	40
5	13	30
13	11	4
13	11	5
13	11	6
13	11	7
13	11	8
5	13	49
5	14	39
5	15	29
5	13	48
5	14	38
5	15	28
5	13	47
5	14	37
5	15	27
13	11	1
13	11	2
13	11	3
5	13	46
5	14	36
5	15	26
5	12	55
5	13	45
5	14	35
5	15	25
5	12	54
5	13	44
5	14	34
5	12	53
5	13	43
5	14	33
5	12	52
5	13	42
5	14	32
5	12	51
5	13	41
5	14	31
5	12	50
5	13	40
5	14	30
13	10	3
13	10	4
5	10	49
13	10	5
5	11	39
5	12	29
5	10	48
13	10	6
5	11	38
5	12	28
13	10	7
5	10	47
5	11	37
5	12	27
13	10	8
5	10	46
5	11	36
5	12	26
13	10	9
5	10	45
5	11	35
5	12	25
5	10	44
5	11	34
5	12	24
13	10	1
13	10	2
5	10	43
5	11	33
5	12	23
5	10	42
5	11	32
5	12	22
5	10	41
5	11	31
5	12	21
5	10	40
5	11	30
5	12	20
5	11	49
5	12	39
5	13	29
5	11	48
5	12	38
5	13	28
5	11	47
5	12	37
5	13	27
5	11	46
5	12	36
5	13	26
5	10	55
5	11	45
5	12	35
5	10	54
5	11	44
5	12	34
5	10	53
5	11	43
5	12	33
5	10	52
5	11	42
5	12	32
5	10	51
5	11	41
5	12	31
5	10	50
5	11	40
5	12	30
13	16	9
13	16	1
13	16	2
13	16	3
13	16	4
13	16	5
13	16	6
13	16	7
13	16	8
13	17	1
13	15	8
13	15	9
13	15	1
13	15	2
13	15	3
13	15	4
13	15	5
13	15	6
13	15	7
13	14	7
13	14	8
13	14	9
13	14	1
13	14	2
13	14	3
13	14	4
13	14	5
13	14	6
13	13	6
13	13	7
13	13	8
13	13	9
13	13	1
13	13	2
13	13	3
13	13	4
13	13	5
13	19	4
13	19	5
13	19	6
13	19	7
13	19	8
13	19	9
13	18	3
13	18	4
13	18	5
13	18	6
13	18	7
13	18	8
13	18	9
5	16	63
5	17	53
5	16	62
5	17	52
5	16	61
5	17	51
5	15	70
5	16	60
5	17	50
13	19	1
13	19	2
13	19	3
5	17	59
5	17	58
5	17	57
5	17	56
5	17	55
5	17	54
13	17	2
13	17	3
13	17	4
13	17	5
13	17	6
13	17	7
13	17	8
13	17	9
5	17	64
5	17	63
5	17	62
5	17	61
5	17	60
13	18	1
13	18	2
5	17	66
5	17	65
8	2	0
8	1	0
8	9	0
8	8	0
10	15	0
8	7	0
10	14	0
8	6	0
10	13	0
8	5	0
10	12	0
8	4	0
10	11	0
8	3	0
10	10	0
13	20	2
13	20	3
13	20	4
13	20	5
13	20	6
13	20	7
13	20	8
13	20	9
13	20	1
1	9	18
1	9	19
1	9	16
1	9	17
1	9	14
1	9	15
1	9	12
1	9	13
1	9	10
1	9	11
12	10	70
12	11	60
12	10	73
12	11	63
1	8	11
12	10	74
12	11	64
12	10	71
12	11	61
12	10	72
12	11	62
1	8	10
12	10	66
12	11	56
12	10	67
12	11	57
12	10	64
12	10	65
12	10	68
12	11	58
12	10	69
12	11	59
12	10	62
1	7	10
12	10	63
1	7	11
12	10	60
12	10	61
12	10	56
12	10	59
12	10	57
12	10	58
13	24	6
13	24	7
13	24	8
13	24	9
12	12	71
12	12	72
1	6	11
12	12	70
13	24	1
13	24	2
13	24	3
1	6	10
12	12	73
13	24	4
12	12	74
13	24	5
12	12	68
12	12	69
12	12	66
12	12	67
13	23	5
13	23	6
13	23	7
13	23	8
13	23	9
12	11	70
12	12	60
12	11	71
12	12	61
1	5	10
1	5	11
12	11	74
12	12	64
13	23	1
12	12	65
13	23	2
12	11	72
12	12	62
13	23	3
12	11	73
12	12	63
13	23	4
12	11	67
12	12	57
12	11	68
12	12	58
12	11	65
12	11	66
12	12	56
12	11	69
12	12	59
13	22	4
13	22	5
13	22	6
13	22	7
13	22	8
13	22	9
12	13	80
12	14	73
1	4	11
12	13	83
12	14	74
1	4	12
12	13	84
12	14	71
12	13	81
12	14	72
1	4	10
12	13	82
12	13	87
12	14	77
13	22	1
12	13	88
12	14	78
12	14	75
13	22	2
12	13	85
13	22	3
12	13	86
12	14	76
12	13	78
12	13	79
1	3	12
13	21	3
13	21	4
13	21	5
13	21	6
13	21	7
13	21	8
13	21	9
1	3	10
1	3	11
12	13	76
12	13	77
12	13	74
13	21	1
12	13	75
13	21	2
1	2	11
1	2	12
12	16	71
12	14	91
12	15	81
12	16	72
12	14	92
12	15	82
12	16	70
12	14	90
12	15	80
13	28	2
12	15	85
12	16	75
13	28	3
1	2	10
12	15	86
12	16	76
12	16	73
13	28	4
12	14	93
12	15	83
12	16	74
13	28	5
12	14	94
12	15	84
12	17	69
13	28	6
12	15	89
12	16	79
13	28	7
12	17	67
13	28	8
12	15	87
12	16	77
12	17	68
13	28	9
12	15	88
12	16	78
1	1	12
1	1	10
13	29	1
13	29	2
1	1	11
13	27	9
